id|longitude|latitude|tipogeo|uf|cod_ibge|municipio|nome|end_orig|end_correspondencia_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km_logradouro|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|telefone3|site|esfera_admin|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|local|cnpj|ano_criacao|ano_abertura|orcamento_proprio|qt_bens_acervo|qt_bens_exatidao|acervo_qt_antropologia_etnografia|acervo_qt_arqueologia|acervo_qt_artes_visuais|acervo_qt_cienciasnaturais_historianatural|acervo_qt_ciencia_tecnologia|acervo_qt_historia|acervo_qt_imagem_som|acervo_qt_virtual|acervo_qt_arquivistico|acervo_qt_biblioteconomico|acervo_qt_documental|acervo_qt_outros|situacao|ingresso_cobrado|ingresso_valor|infra_turistas_estrangeiros|infra_turistas_sinalizacao|sinalizacao_idioma|infra_turistas_etiquetas|etiquetas_idioma|infra_turistas_publicacoes|publicacoes_idioma|infra_turistas_outros|outros_idioma|bebedouro|estacionamento|lanchonete_retaurante|livraria|loja|sanitarios|telefone_publico|outras_instalacoes_1|outras_instalacoes_2|pne_vagas_exclusivas_estacionamento|pne_elevadores_acessiveis|pne_rampa_de_acesso|pne_sanitarios_adaptados|pne_sinalizacao_braile|pne_etiquetas_braile|pne_outros_1|pne_outros_2|medidas_preventivas|medidas_preventivas_treinamento_profissionais|medidas_preventivas_brigada|medidas_preventivas_revisao_extintores|medidas_preventivas_revisao_rede_eletrica|medidas_preventivas_outras
2887|-46.541621|-22.95695|1|SP|3507605|Bragança Paulista|Museu do Telefone|Praça José Bonifácio, 126| |Centro|12900-130|PCA|JOSE BONIFACIO| |126| |CENTRO|12900-130|11|4033-1937| | |www.culturaturismobp.com.br|Pública|Municipal|1|1.7|1.7.1| | |1976|1976| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2888|-45.587362|-22.736306|1|SP|3509700|Campos do Jordão|Museu da História, Imagem e Som|Rua Brigadeiro Jordão, nº 1236| | |12460-000|R|BRIGADEIRO JORDAO| |1236| | |12460-000| | | | | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2889|-45.640033|-22.74369|1|SP|3509700|Campos do Jordão|Museu Felícia Leiner / Auditório Cláudio Santoro|Avenida Luís Arrobas Martins, 1880| |Alto da Boa Vista|12460-000|AV|LUIS ARROBAS MARTINS| |1880| |ALTO DA BOA VISTA|12460-000|12|3662-2334|3662-3166| |www.museufelicialeirner.org.br (em construção)|Pública|Municipal|1|1.7|1.7.1| | |1978|1978| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2890|-49.476517|-23.019512|1|SP|3506300|Bernardino de Campos|Museu Municipal de Bernardino de Campos|Rua Cerqueira César, nº 968| |Centro|18960-000|R|CERQUEIRA CESAR| |968| |CENTRO|18960-000|14|3346-2010| | | |Pública|Municipal|1|1.7|1.7.1| | |2004|2004| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Fechado|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2891|-49.266892|-20.901419|2|SP|3511300|Cedral|Museu Municipal de Cedral|Rua Felício Botino, s/n| |Centro|15895-000|R|FELICIO BOTINO| |S/N| |CENTRO|15895-000|17|3266-9600| | | |Pública|Municipal|1|1.7|1.7.1| | |1982|1982| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Fechado|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2892|-47.532254|-23.010992|2|SP|3542107|Rafard|Museu Histórico e Pedagógico Julio Henrique Rafard|Praça Vinicius Stein, s/n; Endereço p/correspondência: Av. São Bernardo, s/nº - Centro Cultural|AV SAO BERNARDO, S/Nº - CENTRO CULTURAL|Centro|13370-000|PCA|VINICIUS STEIN| |S/N| |CENTRO|13370-000|19|3496-1438| | | |Pública|Municipal|1|1.7|1.7.1| | |1988|1988| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2893|-46.647148|-23.559265|1|SP|3550308|São Paulo|Museu do Óculos Gioconda Giannini|Rua dos Ingleses, nº 108| |Bela Vista|01329-000|R|DOS INGLESES| |108| |BELA VISTA|01329-000|11|3253-2000| | |http://www.miguelgiannini.com.br/v1r7/index.php?cmd=link&linCodigo=5|Privada|Empresa|1|1.7|1.7.2| | |1998|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2894|-46.566322|-23.527936|1|SP|3550308|São Paulo|Memorial Sport Club Corinthians Paulista|Rua São Jorge, 777| |Tatuapé|03087-000|R|SAO JORGE| |777| |TATUAPE|03087-000|11|2095-3000|6195-3000|6195-3001|www.corinthians.com.br|Privada| |1|1.7|1.7.2| | |1967|2006| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|1|De terça à sexta: R$ 10,00 - público em geral; R$ estudantes, crianças e jovens de 06 a 14 anos; gratuidade - crianças até 05 anos e adultos acima de 65 anos. Sábado, domingo e feriados: R$ 15,00 - público em geral; R$ 7,00 - estudantes, cri|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2895|-46.720106|-23.600034|2|SP|3550308|São Paulo|Memorial do São Paulo Futebol Clube|Avenida Giovanni Gronchi, Portão 17| |Morumbi|05653-070|AV|GIOVANNI GRONCHI| | |PORTAO 17|MORUMBI|05653-070|11|3749-8000|3749-8020| |http://www.saopaulofc.net|Privada| |1|1.7|1.7.2| | |1994|1994| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2896|-46.639973|-23.533394|2|SP|3550308|São Paulo|Pão de Açúcar - Projeto Memória|Avenida Brigadeiro Luis Antônio, nº 3172| |Jardim Paulista|01402-901|AV|BRIGADEIRO LUIS ANTONIO| |3172| |JARDIM PAULISTA|01402-901|11|3886-0533|3886-0307| |http://www.grupopaodeacucar.com.br/memoria/default_memo_projeto.asp|Privada|Empresa|1|1.7|1.7.2| | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2897|-46.667395|-23.522296|1|SP|3550308|São Paulo|Museu Paulo Machado de Carvalho - Museu do Futebol|Rua Federação Paulista de Futebol, nº 55| |Barra Funda|01141-040|R|FEDERACAO PAULISTA DE FUTEBOL| |55| |BARRA FUNDA|01141-040|11|2189-7000| | |http://www.futebolpaulista.com.br|Privada| |1|1.7|1.7.2| | |1965|1965| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2898|-46.637846|-23.552486|2|SP|3550308|São Paulo|Museu de História da Medicina da Associação Paulista de Medicina|Avenida Brigadeiro Luiz Antônio, nº 278| |Bela Vista|01318-901|AV|BRIGADEIRO LUIZ ANTONIO| |278| |BELA VISTA|01318-901|11|3188-4303| | |http://www.apm.org.br/|Privada|Associação|1|1.7|1.7.2| | |2000|2002| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2899|-46.715163|-23.600371|2|SP|3550308|São Paulo|Centro Histórico do Hospital Albert Einstein|Avenida Albert Einstein, 627/701, Bloco D, Piso 2| |Morumbi|05651-901|AV|ALBERT EINSTEIN| |627|BLOCO D, PISO 2|MORUMBI|05651-901|11|3747-1233| | | |Privada|Sociedade|1|1.7|1.7.2| | |2002|2002| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2900|-46.644053|-23.529176|1|SP|3550308|São Paulo|Museu da Energia de São Paulo|Alameda Cleveland, nº 601 - Esquina com Alameda Nothmann, nº 184| |Campos Elíseos|01218-000|AL|CLEVELAND| |601|ESQUINA COM ALAMEDA NOTHMANN, Nº 184|CAMPOS ELISEOS|01218-000|11|3333-5600| | |www.museudaenergia.org.br|Privada|Fundação|1|1.7|1.7.2| | |2005|2005|Sim|274200|Aproximado|0|0|0|0|2500|0|250000|0|0|20200| |0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|-|0|1|1|1|0|0|0|0|1|0|1|1|0|0
2901|-49.751596|-21.675|1|SP|3527108|Lins|Casa da Cultura e Biblioteca Municipal|Rua XV de Novembro, nº 438| |Centro|16400-035|R|XV DE NOVEMBRO| |438| |CENTRO|16400-035|14|3523-6647|3522-3032| | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2902|-51.171434|-22.146623|2|SP|3529203|Martinópolis|Museu da FEPASA|Praça da FEPASA, Estação Ferroviária| |Centro|19500-000|PCA|DA FEPASA| | |ESTACAO FERROVIARIA|CENTRO|19500-000|18|3275-1496|9743-2097| | |Pública|Municipal|1|1.7|1.7.1| | |2010|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2903|-49.511118|-20.815623|1|SP|3530300|Mirassol|Museu Municipal Jezualdo D' Oliveira|Rua Rui Barbosa, 21-70| |Centro|15130-000|R|RUI BARBOSA| |2170|70|CENTRO|15130-000|17|3242-6244| | |www.mirassol.sp.gov.br|Pública|Municipal|1|1.7|1.7.1| | |1953|1948|Não|1633|Aproximado|13|0|82|270|11|463|794|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|-|0|0|1|0|0|0|0|0|1|0|0|1|1|0
2904|-52.102136|-21.764681|2|SP|3541307|Presidente Epitácio|Espaço Cultural|Rua São Luís, 1-15| |Centro|19460-000|R|SAO LUIS| |115|15|CENTRO|19460-000|18|3281-2111|3281-2987| | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2905|-47.590846|-20.458344|2|SP|3543105|Ribeirão Corrente|Casa da Cultura|Rua Prudente de Moraes, nº 500| |Centro|14445-000|R|PRUDENTE DE MORAES| |500| |CENTRO|14445-000|16|3749-1125|3749-1401| | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2906|-45.068263|-23.446581|2|SP|3555406|Ubatuba|Aquário de Ubatuba|Rua Guarani, n° 859| |Itaguá|11680-000|R|GUARANI| |859| |ITAGUA|11680-000|12|3834-1382| | |http://www.aquariodeubatuba.com.br|Privada|Empresa|1|1.7|1.7.2| | |1995|1995| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2907|-47.075327|-22.875063|2|SP|3509502|Campinas|Jardim Botânico do Instituto Agronômico|Av. Theodureto de Almeida Camargo, nº 1500| |Vila Nova|13001-970|AV|THEODURETO DE ALMEIDA CAMARGO| |1500| |VILA NOVA|13001-970|19|3241-5188| | |http://www.iac.sp.gov.br|Pública|Estadual|1|1.7|1.7.1| | |década de 1930|década de 1930| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2908|-47.146571|-22.762609|1|SP|3536505|Paulínia|Jardim Botânico Municipal de Paulínia Adelmo Piva Junior|Rodovia Roberto Moreira, n° 575| |Jardim Vista Alegre|13140-000|ROD|ROBERTO MOREIRA| |575| |JARDIM VISTA ALEGRE|13140-000|19|3844-4168| | | |Pública|Municipal|1|1.7|1.7.1| | |1992|1992| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2909|-47.057909|-22.877159|2|SP|3509502|Campinas|Museu Dinâmico de Ciências de Campinas|Avenida Heitor Penteado, s/n - Entrada pelo Portão 7 - Parque Taquaral| |Taquaral|13083-970|AV|HEITOR PENTEADO| |S/N|ENTRADA PELO PORTAO 7 - PARQUE TAQUARAL|TAQUARAL|13083-970|19|3252-2598|3294-5596| |http://www.abcmc.org.br/mdcc/|Pública|Municipal|1|1.7|1.7.1| | |1981|1987|Não|2183|Aproximado|0|300|0|0|1033|0|850|0|0|0|0|0|Aberto|1|R$ 4,00 - Público em geral; R$ 2,00 - meia entrada.|0|0|0|0|0|0|0|0|0|1|1|0|0|1|1|0|0|-|0|0|1|0|0|0|0|0|1|1|0|1|0|0
2910|-46.612918|-23.721161|1|SP|3513801|Diadema|Observatório Astronômico de Diadema|Avenida Antonio Silvio cunha Bueno, n° 1322| |Jardim Inamar|09970-160|AV|ANTONIO SILVIO CUNHA BUENO| |1322| |JARDIM INAMAR|09970-160|11|4043-6457| | |http://www.observatorio.diadema.com.br/| | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2911|-46.637674|-22.47993|1|SP|3500501|Águas de Lindóia|Tecnorama|Avenida Paulista, n° 1801| |Moreira|13940-000|AV|PAULISTA| |1801| |MOREIRA|13940-000|19|3824-2986| | |http://www.tecnorama.com.br|Outra|Particular|1|1.7|1.7.2| | |1994|1994| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2912|-47.986772|-21.138517|2|SP|3551702|Sertãozinho|Museu da Imigração|Prédio da Sede da Associação Italo-brasileira / Endereço para Correspondência: Rua Expedicionário Léllis, 1500 - Centro. Sertãozinho/SP. Cep.: 14160-750.|RUA EXPEDICIONARIO LELLIS, 1500 - CENTRO SERTAOZINHO/SP CEP: 14160-750|Paty| | |PREDIO DA SEDE DA ASSOCIACAO ITALO-BRASILEIRA| | | |PATY| |16|3945-9363|3942-6953| | |Pública|Municipal|1|1.7|1.7.1| | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Em implantação|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2913|-44.965593|-22.591876|2|SP|3513405|Cruzeiro|Centro Cultural Rotunda|Avenida Rogério Mariano, s/n| |Vila Paulista|12702-010|AV|ROGERIO MARIANO| |S/N| |VILA PAULISTA|12702-010|14|2544-9374| | | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2914|-48.170924|-21.798037|1|SP|3503208|Araraquara|Museu Ferroviário de Araraquara|Rua Antônio Prado, s/n| |Centro|14801-270|R|ANTONIO PRADO| |S/N| |CENTRO|14801-270| | | | | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2915|-48.476066|-20.947686|2|SP|3506102|Bebedouro|Museu de Armas, Veículos e Máquinas Eduardo André Matarazzo|Avenida dos Antunes, nº 982| | |14700-000|AV|DOS ANTUNES| |982| | |14700-000|17|3342-2255| | | | | |1|1.7| | | |-|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2916|-44.614996|-22.720126|2|SP|3549607|São José do Barreiro|Parque Nacional da Serra da Bocaina|Rodovia Estadual Francisca Mendes Ribeiro (SP 221), s/n| |Centro|12830-000|ROD|ESTADUAL FRANCISCA MENDES-RIBEIRO| |S/N|SP 221, S/N|CENTRO|12830-000|12|3117-2188|3117-1225|3117-2183|www.icmbio.gov.br/brasil/SP/parque-nacional-da-serra-da-bocaina|Pública|Federal|1|1.7|1.7.1| | |1971|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2917|-45.358746|-23.778904|2|SP|3520400|Ilhabela|Parque Estadual de Ilhabela|Entrada Leste: Estrada de Casteliano / Entrada Norte: Avenida Princesa Isabel - Centro da Vila / Endereço para correspondência: Rua Morro da Cruz, 608 - Itaguaçu. Cep.: 11630-000.|RUA MORRO DA CRUZ, 608 - ITAGUACU CEP: 11630-000|Vila|11630-000|ESTR|DE CASTELIANO  ENTRADA NORTE: AVENIDA PRINCESA ISABEL| | |CENTRO DA VILA|VILA|11630-000|12|3896-2660|3896-2585| |www.ilhabela.com.br/parqueestadual|Pública|Estadual|1|1.7|1.7.1| | |1977|1977| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2918|-46.63405|-23.456948|2|SP|3550308|São Paulo|Parque Estadual da Serra da Cantareira|Núcleo Pedra Grande: Rua do Horto, 1.799, Zona Norte, Horto Florestal / Núcleo Engordador: Avenida Coronel Sezefredo Fagundes, 19.100, Jardim Cachoeira| |Horto Florestal|02377-000| |NUCLEO PEDRA GRANDE: RUA DO HORTO| |1799|ZONA NORTE, HORTO FLORESTAL / NUCLEO ENGORDADOR: AVENIDA CORONEL SEZEFREDO FAGUNDE|HORTO FLORESTAL|02377-000|11|2203-3266|2995-3234|2995-3234|www.fflorestal.sp.gov.br|Pública|Estadual|1|1.7|1.7.1| | |1963|-| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2919|-46.389698|-23.963968|2|SP|3551009|São Vicente|Museu de Ciências Naturais Jóias da Natureza|Rua Frei Gaspar, 1.099 e 1.101 / Endereço para correspondência: Rua Ana Pimentel, 21/32. Cep. 11310-230|RUA ANA PIMENTEL, 21/32 CEP 11310-230|Centro|11210-061|R|FREI GASPAR| |1099| |CENTRO|11210-061|13|3329-7960|9167-5775|9167-5790|www.adesaf.org.br|Outra|Mista Oscip ADESAF e Prefeitura Municipal de São|1|1.7| | | |2008|2008|Não|500|Aproximado|0|0|0|500|0|0|0|0|0|0|0|0|Aberto|0|0|1|0|0|0|0|0|0|1|Diretor do museu fala em Inglês e Espanhol.|1|0|0|0|0|1|0|0|-|0|0|1|0|0|0|1| |1|1|0|1|1|0
2920|-46.974108|-23.027071|1|SP|3556701|Vinhedo|Centro Cultural Engenheiro Guerino Mário Pescarini|Rua Monteiro de Barros, nº 101| |Centro|13280-000|R|MONTEIRO DE BARROS| |101| |CENTRO|13280-000|19|3826-4636| | | |Pública|Municipal|1|1.7|1.7.1| | |2001|2001| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2921|-46.681472|-23.557663|1|SP|3550308|São Paulo|Vozoteca LEK|Praça Benedito Calixto, 86 ap. 62| |Pinheiros|05406-040|PCA|BENEDITO CALIXTO| |86|AP 62|PINHEIROS|05406-040|11|3062-0015| | | |Outra|Particular|1|1.7|1.7.2| | |1961|1961| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2922|-46.943483|-22.887382|2|SP|3509502|Campinas|Observatório Municipal de Campinas Jean Nicolini|Monte Urânia. Serra das Cabras. Distrito de Joaquim Egídio. Campinas. / Endereço para correspondência: Rua José Inácio, 14. Distrito de Joaquim Egídio. Campinas/SP. Cep.: 13108-006|RUA JOSE INACIO, 14 DISTRITO DE JOAQUIM EGIDIO CAMPINAS/SP CEP: 13108-006|Distrito de Joaquim Egídio|13108-006| |MONTE URANIA SERRA DAS CABRAS DISTRITO DE JOAQUIM EGIDIO CAMPINAS| | | |DISTRITO DE JOAQUIM EGIDIO|13108-006|19|3298-6566| | |http://observatorio.campinas.sp.gov.br|Pública|Municipal|1|1.7|1.7.1| | |1976|1977| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2923|-47.057267|-22.901611|1|SP|3509502|Campinas|Museu de Arte Contemporânea de Campinas José Pancetti|Avenida Benjamin Constant, 1.633| |Centro|13010-142|AV|BENJAMIN CONSTANT| |1633| |CENTRO|13010-142|19|3236-4716| | | |Pública|Municipal|1|1.7|1.7.1| | |1965|1965| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2924|-47.076702|-22.890033|2|SP|3509502|Campinas|Museu da Sanasa - Torre do Castelo|Praça 23 de Outubro, s/nº| |Jardim Chapadão|13070-131|PCA|23 DE OUTUBRO| |S/N| |JARDIM CHAPADAO|13070-131|19|3735-5065| | | |Pública|Municipal|1|1.7|1.7.1| | |1998|1998| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2925|-46.714949|-23.569076|2|SP|3550308|São Paulo|Museu de Rua|Avenida Vital Brasil, 1.500| |Butantã|05503-900|AV|VITAL BRASIL| |1500| |BUTANTA|05503-900|11|3726-7222| | |http://www.butantan.gov.br/museu_rua.htm|Pública|Estadual|1|1.7|1.7.1| | |1981|1981| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2927|-46.827146|-23.150693|1|SP|3525904|Jundiaí|Museu e Espaço Cultural do Vinho|Av. Humberto Cereser, nº 5920| |Bairro do Caxambu|13218-711|AV|HUMBERTO CERESER| |5920| |BAIRRO DO CAXAMBU|13218-711|11|4584-1799| | |www.brunholi.com.br|Privada|Empresa|1|1.7|1.7.2| | |1995|1995| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2929|-47.292959|-23.208804|1|SP|3545209|Salto|Museu da Cidade de Salto|Rua José Galvão, 104| |Centro|13320-170|R|JOSE GALVAO| |104| |CENTRO|13320-170|11|4029-3473|4029-9467|4029-4718|www.salto.sp.gov.br/museu|Pública|Municipal|1|1.7|1.7.1| | |1991|1991|Não|680|Aproximado|0|10|20|10|0|600|40|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-|0|0|0|0|0|0|0|0|1|0|0|1|0|0
2930|-45.618006|-22.737057|2|SP|3509700|Campos do Jordão|Acervo Artístico-Cultural dos Palácios do Governo do Estado de São Paulo – Palácio Boa Vista|Avenida Adhemar de Barros, 3.001 / Endereço para Correspondência: Avenida Morumbi, 4.500, Cep.: 05650-905 - Morumbi - SP|AVENIDA MORUMBI, 4500, CEP: 05650-905 - MORUMBI - SP|Boa Vista|12460-000|AV|ADHEMAR DE BARROS| |3001| |BOA VISTA|12460-000|12|3662-1122| | |www.acervo.sp.gov.br|Pública|Estadual|1|1.7|1.7.1| | |1985|1985|Não|1650|Aproximado|0|0|600|0|0|1050|0|0|0|0|0|0|Aberto|1|R$ 5,00 - público em geral; R$ 2,50 - estudantes de escolas públicas; gratuidade - crianças até 10 anos e maiores de 65 anos.|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|0|-|0|0|0|0|0|0|0|0|1|0|0|0|0|1
2931|-46.66061|-23.540993|2|SP|3550308|São Paulo|Museu Armando de Arruda Pereira|Avenida Higienópolis, 996 - 5º andar - Edifício Rotary| |Higienópolis|01238-910|AV|HIGIENOPOLIS| |996|5º ANDAR - EDIFICIO ROTARY|HIGIENOPOLIS|01238-910|11|3829-2959|3829-2938| |www.frsp.org|Privada|Fundação|1|1.7|1.7.2| | |1950|2004|Não|9146|Aproximado|36|0|3775|0|0|150|35|0|0|2000| |0|Aberto|0|0|1|0|0|0|0|1|Inglês.|0|0|0|0|0|0|0|1|0|0|-|0|1|0|1|0|0|0|0|1|1|1|1|1|0
2932|-45.408209|-23.768308|1|SP|3550704|São Sebastião|Museu de Ciências, Tecnologia e Variedades Emília Lence Carluci|Rua das Crianças, 188| |Portal da Olaria|11600-000|R|DAS CRIANCAS| |188| |PORTAL DA OLARIA|11600-000|12|3862-0485|3159-5611| | |Outra|Particular|1|1.7|1.7.2| | |1999|1999|Não|1800|Aproximado|10|6|0|770|346|210|0|0|0|0|0|0|Aberto|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
2933|-47.761038|-21.018087|2|SP|3525102|Jardinópolis|Museu e Casa da Cultura Dr. Paulo Portugal|Praça Manoel Antônio Dias, s/n| |Centro|14680-000|PCA|MANOEL ANTONIO DIAS| |S/N| |CENTRO|14680-000|16|3663-4404| | |www.jardinopolis.sp.gov.br|Pública|Municipal|1|1.7|1.7.1| | |1985|1985|Não|300|Aproximado|0|0|50|0|0|200|20|0|0|0| |0|Aberto|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0
