id|cod_teatro|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|cod_orig|end_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|ddd|telefone1|telefone2|fax|email|site|esfera_adm|tipo_esfera|sniic_n1|sniic_n2|sniic_n3|cnpj|situacao|cod_adm|tipo|numero_lugares|data_inauguracao|ano_inauguracao|ano_desaparecimento|data_info
1074|3527000|-46.643161|-23.541853|1|SP|São Paulo|3550308|Teatro Orion|2120|Rua Aurora, 753|Centro/Santa Efigênia|01209-001|R|AURORA| |753| |CENTRO/SANTA EFIGENIA|01209-001|11| | | | | | | |1|1.3| | |1| | | | | | |28-JUL-2000
1075|3527100|-46.647947|-23.543732|1|SP|São Paulo|3550308|Teatro Paiol|889|Rua Amaral Gurgel, 164|Vila Buarque|01221-000|R|AMARAL GURGEL| |164| |VILA BUARQUE|01221-000|11|221-2462| | |teatropaiol@teatropaiol.com.br|www.teatropaiol.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|242|17-NOV-1969|1969| |15-SEP-2002
1076|3527200|-46.637679|-23.574384|1|SP|São Paulo|3550308|Teatro Paulista|192|Rua Paraíso, 494|Paraíso|04103-000|R|PARAISO| |494| |PARAISO|04103-000|11| | | | | |Privada| |1|1.3|1.3.2| |5| |Italiano|284| | | |14-AUG-1997
1077|3527300|-46.637679|-23.574384|1|SP|São Paulo|3550308|Teatro Paulista - Sala Multimídia|890|Rua Paraíso, 494|Paraíso|04103-000|R|PARAISO| |494| |PARAISO|04103-000|11|287-2782| | | | | | |1|1.3| | |1| | |100| | | |26-MAY-1995
1078|3527400|-46.72103|-23.64468|1|SP|São Paulo|3550308|Teatro Paulo Autran|2028|Avenida João Dias, 2.046|Santo Amaro|04724-003|AV|JOAO DIAS| |2046| |SANTO AMARO|04724-003|11|5641-0099| | |iepac@iepac.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|656| |1997| |16-SEP-2002
1079|3527500|-46.701798|-23.646611|1|SP|São Paulo|3550308|Teatro Paulo Eiró|885|Avenida Adolfo Pinheiro, 765|Santo Amaro|04733-100|AV|ADOLFO PINHEIRO| |765| |SANTO AMARO|04733-100|11|546-0449| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|600|23-MAR-1957|1957| |15-SEP-2002
1080|3527600|-46.642834|-23.55665|1|SP|São Paulo|3550308|Teatro Pirandello|307|Rua Major Diogo, 578|Bela Vista|01324-000|R|MAJOR DIOGO| |578| |BELA VISTA|01324-000|11|232-3393| | |cesar@fernandocarvalho.art.br| |Privada| |1|1.3|1.3.2| |1| |Italiano|250| |1980| |16-SEP-2002
1081|3527700|-46.682174|-23.525516|1|SP|São Paulo|3550308|Teatro Plínio Marcos|2021|Rua Clélia, 33 - Shopping Pompéia Norte|Água Branca|05042-000|R|CLELIA| |33|- SHOPPING POMPEIA NORTE|AGUA BRANCA|05042-000|11|3864-3129| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|90| |2000| |13-NOV-1998
1082|3527800|-46.668256|-23.565926|1|SP|São Paulo|3550308|Teatro Procópio Ferreira|893|Rua Augusta, 2.823|Cerqueira César|01413-100|R|AUGUSTA| |2823| |CERQUEIRA CESAR|01413-100|11|3083-4475|3082-2409| | | |Privada| |1|1.3|1.3.2| |1| |Italiano|671| |1971| |28-FEB-2007
1083|3527900|-46.646721|-23.548505|2|SP|São Paulo|3550308|Teatro Recriarte Bijou|2113|Praça Roosevelt, 172|Consolação|01303-020|PCA|ROOSEVELT| |172| |CONSOLACAO|01303-020|11|257-2264| | | | |Privada| |1|1.3|1.3.2| |1|0|Italiano|88| |1999| |16-SEP-2002
1084|3528000|-46.661203|-23.558969|1|SP|São Paulo|3550308|Teatro Renaissance|2115|Alameda Santos, 2.233 - Hotel Renaissance|Cerqueira César|01419-002|AL|SANTOS| |2233|- HOTEL RENAISSANCE|CERQUEIRA CESAR|01419-002|11|3188-4141| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|462| |1999| |23-FEB-2007
1085|3528100|-46.647104|-23.558329|1|SP|São Paulo|3550308|Teatro Ruth Escobar - Sala Dina Sfat|894|Rua dos Ingleses, 209|Morro dos Ingleses|01329-000|R|DOS INGLESES| |209| |MORRO DOS INGLESES|01329-000|11|3289-2358|3251-4881| | |http://www.ruthescobar.apetesp.org.br/dinasfat.htm|Privada| |1|1.3|1.3.2| |1| |Italiano|388| |1964| |16-FEB-2007
1086|3528200|-46.647104|-23.558329|1|SP|São Paulo|3550308|Teatro Ruth Escobar - Sala Gil Vicente|895|Rua dos Ingleses, 209|Morro dos Ingleses|01329-000|R|DOS INGLESES| |209| |MORRO DOS INGLESES|01329-000|11|3289-2358| | | |http://www.ruthescobar.apetesp.org.br/gilvicente.htm|Privada| |1|1.3|1.3.2| |1| |Italiano|317| |1964| |16-FEB-2007
1087|3528300|-46.647104|-23.558329|1|SP|São Paulo|3550308|Teatro Ruth Escobar - Sala Haydée S. Maria|896|Rua dos Ingleses, 209|Morro dos Ingleses|01329-000|R|DOS INGLESES| |209| |MORRO DOS INGLESES|01329-000|11|3289-2358| | | | |Privada| |1|1.3|1.3.2| |1| | | | | | |13-NOV-1998
1088|3528400|-46.647104|-23.558329|1|SP|São Paulo|3550308|Teatro Ruth Escobar - Sala Mirian Muniz|2157|Rua dos Ingleses, 209|Morro dos Ingleses|01329-000|R|DOS INGLESES| |209| |MORRO DOS INGLESES|01329-000|11|3289-2358| | | |http://www.ruthescobar.apetesp.org.br/miriammuniz.htm|Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|60| |1964| |23-FEB-2007
1089|3528500|-46.647104|-23.558329|1|SP|São Paulo|3550308|Teatro Ruth Escobar - Teatro Galpão|243|Rua dos Ingleses, 209|Morro dos Ingleses|01329-000|R|DOS INGLESES| |209| |MORRO DOS INGLESES|01329-000|11|3289-2358| | | |www.ruthescobar.apetesp.org.br/|Privada| |1|1.3|1.3.2| |1| | |170| | | |16-FEB-2007
1090|3528600|-46.644784|-23.570681|1|SP|São Paulo|3550308|Teatro Santa Catarina|2026|Avenida Paulista, 200|Paraíso|01310-000|AV|PAULISTA| |200| |PARAISO|01310-000|11|238-4156| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|286| |1991| |16-SEP-2002
1091|3528700|-46.716467|-23.551563|1|SP|São Paulo|3550308|Teatro Santa Cruz|2189|Rua Orobó, 277|Alto de Pinheiros|05466-030|R|OROBO| |277| |ALTO DE PINHEIROS|05466-030|11|3024-5191| | |teatro@santacruz.g12.br|www.santacruz.g12.br/teatro_582.htm|Privada| |1|1.3|1.3.2| |1| |Múltiplo|500|03-SEP-2002|2002| |26-FEB-2007
1092|3528800|-46.653746|-23.532214|2|SP|São Paulo|3550308|Teatro São Pedro|1258|Rua Barra Funda, 171|Barra Funda|05038-000|R|BARRA FUNDA| |171| |BARRA FUNDA|05038-000|11|3667-0499| |3666-1030| | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|664|16-JAN-1917|1917| |15-SEP-2002
1093|3528900|-46.645359|-23.556037|1|SP|São Paulo|3550308|Teatro Sérgio Cardoso|897|Rua Rui Barbosa, 153|Bela Vista|01326-010|R|RUI BARBOSA| |153| |BELA VISTA|01326-010|11|3288-0136|3251-5122| | |www.teatrosergiocardoso.sp.gov.br|Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|862|13-OCT-1980|1980| |23-FEB-2007
1094|3529000|-46.645359|-23.556037|1|SP|São Paulo|3550308|Teatro Sérgio Cardoso - Sala Paschoal C. Magno|223|Rua Rui Barbosa, 153|Bela Vista|01326-010|R|RUI BARBOSA| |153| |BELA VISTA|01326-010|11|3288-0136|3251-5122| | | |Pública|Estadual|1|1.3|1.3.1| |1| |Italiano|144|13-OCT-1980|1980| |23-FEB-2007
1095|3529100|-46.645707|-23.570256|2|SP|São Paulo|3550308|Teatro SESC - Avenida Paulista - Espaço 10.o andar|2434|Avenida Paulista, 119|Bela Vista|01311-903|AV|PAULISTA| |119| |BELA VISTA|01311-903|11|3179-3700| |3179-3600|email@avenidapaulista.sescsp.org.br|http://www.sescsp.org.br/sesc/programa/indexbusca.cfm|Privada| |1|1.3|1.3.2| |1| |Italiano|70| | | |19-FEB-2009
1096|3529200|-46.585341|-23.545227|1|SP|São Paulo|3550308|Teatro SESC - Belenzinho|2239|Rua Álvaro Ramos, 991|Quarta Parada|03331-000|R|ALVARO RAMOS| |991| |QUARTA PARADA|03331-000|11| | | | |www.sescsp.org.br|Privada| |1|1.3|1.3.2| |4| |Italiano|266| |1998| |27-FEB-2007
1097|3529300|-46.630563|-23.551267|1|SP|São Paulo|3550308|Teatro SESC - Carmo|899|Rua do Carmo, 147|Centro|01019-020|R|DO CARMO| |147| |CENTRO|01019-020|11|3111-7000| |3107-0306|email@carmo.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1| | | | | | |27-FEB-2007
1098|3529400|-46.683208|-23.727761|1|SP|São Paulo|3550308|Teatro SESC - Interlagos|1251|Av. Manuel Alves Soares, 1.100|Parque Colonial|04821-270|AV|MANUEL ALVES SOARES| |1100| |PARQUE COLONIAL|04821-270|11|5662-9500| |5662-9503|email@interlagos.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1| |Italiano|352| |1975| |27-FEB-2007
1099|3529500|-46.608058|-23.58003|1|SP|São Paulo|3550308|Teatro SESC - Ipiranga|1252|Rua Bom Pastor, 822|Ipiranga|04203-000|R|BOM PASTOR| |822| |IPIRANGA|04203-000|11|3340-2000| |6215-8418|email@ipiranga.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1| |Italiano|213| |1992| |22-FEB-2007
1100|3529600|-46.683742|-23.52511|1|SP|São Paulo|3550308|Teatro SESC - Pompéia|900|Rua Clélia, 93|Água Branca|05042-000|R|CLELIA| |93| |AGUA BRANCA|05042-000|11|3871-7700|3864-8544|3865-0324|email@pompeia.sescsp.org.br|www.sescsp.org.br/sesc/busca/index.cfm|Privada| |1|1.3|1.3.2| |1| |Múltiplo|776|22-JAN-1982|1982| |26-FEB-2007
1101|3529700|-46.7006|-23.645032|1|SP|São Paulo|3550308|Teatro SESC - Santo Amaro|2240|Avenida Adolfo Pinheiro, 940|Santo Amaro|04734-002|AV|ADOLFO PINHEIRO| |940| |SANTO AMARO|04734-002|11|5525-1855| |5523-4530|email@santoamaro.sescsp.org.br|www.sescsp.org.br|Privada| |1|1.3|1.3.2| |1| |Italiano|140| |1999| |27-FEB-2007
1102|3529800|-46.643625|-23.58147|1|SP|São Paulo|3550308|Teatro SESC - Vila Mariana|1274|Rua Pelotas, 141|Vila Mariana|04012-000|R|PELOTAS| |141| |VILA MARIANA|04012-000|11|5080-3000|5080-3147|5539-4201|email@vilamariana.sescsp.org.br|www.sescsp.com.br|Privada| |1|1.3|1.3.2| |1| |Italiano|645|18-FEB-1977|1977| |27-FEB-2007
1103|3529900|-46.475335|-23.535978|1|SP|São Paulo|3550308|Teatro SESI - CAT Mario Amato|2421|Rua Deodato Saraiva da Silva, 110|Jd. Brasil|03694-090|R|DEODATO SARAIVA DA SILVA| |110| |JD. BRASIL|03694-090|11|6280-2366|6280-9808| |uaecarv@sesisp.org.br|www.sesisp.org.br/carvalho|Privada| |1|1.3|1.3.2| |1|0|Italiano|150| | | |16-FEB-2007
1104|3530000|-46.606379|-23.634114|1|SP|São Paulo|3550308|Teatro SESI - Vila das Mercês|2422|Rua Júlio Felipe Guedes, 138|V. das Mercês|04174-040|R|JULIO FELIPE GUEDES| |138| |V. DAS MERCES|04174-040|11|6969-7195| | |suvmerces@sesisp.org.br|www.sesisp.org.br/merces|Privada| |1|1.3|1.3.2| |1|0|Italiano|195| | | |16-FEB-2007
1105|3530100|-46.730259|-23.527886|2|SP|São Paulo|3550308|Teatro SESI - Vila Leopoldina|2423|Rua Carlos Weber, 835|Vila Leopoldina|05303-900|R|CARLOS WEBER| |835| |VILA LEOPOLDINA|05303-900|11|3832-1066| |3832-1066|suvleopoldina@sesisp.org.br|www.sesisp.org.br/leopoldina|Privada| |1|1.3|1.3.2| | |0|Italiano|80| | | |16-FEB-2007
1106|3530200|-46.654266|-23.554333|1|SP|São Paulo|3550308|Teatro Shopping Frei Caneca|2190|Rua Frei Caneca, 569 - Shopping Frei Caneca|Consolação|01307-001|R|FREI CANECA| |569|- SHOPPING FREI CANECA|CONSOLACAO|01307-001|11|3472-2229|2163-2000| | |www.teatroshoppingfreicaneca.com.br/|Privada| |1|1.3|1.3.2| |1| |Ópera|600| | | |23-FEB-2007
1107|3530300|-46.642322|-23.541178|1|SP|São Paulo|3550308|Teatro Studio|2154|Rua Aurora, 720|Centro/Santa Efigênia|01209-001|R|AURORA| |720| |CENTRO/SANTA EFIGENIA|01209-001|11|220-6336| | | | | | |1|1.3| | |1| | |300| | | |28-JUN-2001
1108|3530400|-46.647145|-23.547927|2|SP|São Paulo|3550308|Teatro Studio  X|2355|Praça Roosevelt, 124|Consolação|01303-020|PCA|ROOSEVELT| |124| |CONSOLACAO|01303-020|11|3661-1318|3255-2829| |teatrox@ig.com.br| |Privada| |1|1.3|1.3.2| |1| |Múltiplo|90| |1998| |03-AUG-2004
1109|3530500|-46.647056|-23.548153|2|SP|São Paulo|3550308|Teatro Studio 184|2361|Praça Roosevelt, 184|Consolação|01303-020|PCA|ROOSEVELT| |184| |CONSOLACAO|01303-020|11|258-0741| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|112| |1997| |16-SEP-2002
1110|3530600|-46.722727|-23.651351|1|SP|São Paulo|3550308|Teatro Transamérica|306|Avenida das Nações Unidas, 18.591|Vila Almeida|04795-100|AV|DAS NACOES UNIDAS| |18591| |VILA ALMEIDA|04795-100|11|523-4511|521-4468| | | | | |1|1.3| | |1| | | | | | |26-MAY-1995
1111|3530700|-46.686778|-23.586557|1|SP|São Paulo|3550308|Teatro Vento Forte - Sala das Mãos|2362|Rua Brigadeiro Haroldo Veloso, 150|Itaim Bibi|04533-080|R|BRIGADEIRO HAROLDO VELOSO| |150| |ITAIM BIBI|04533-080|11|3078-1072| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|60| |1986| |16-SEP-2002
1112|3530800|-46.686778|-23.586557|1|SP|São Paulo|3550308|Teatro Vento Forte - Sala dos Olhos|901|Rua Brigadeiro Haroldo Veloso, 150|Itaim Bibi|04533-080|R|BRIGADEIRO HAROLDO VELOSO| |150| |ITAIM BIBI|04533-080|11|3078-1072| | | | |Privada| |1|1.3|1.3.2| |1| |Múltiplo|200| |1986| |16-SEP-2002
1113|3530900|-46.686778|-23.586557|1|SP|São Paulo|3550308|Teatro Vento Forte - Sala dos Pés|2363|Rua Brigadeiro Haroldo Veloso, 150|Itaim Bibi|04533-080|R|BRIGADEIRO HAROLDO VELOSO| |150| |ITAIM BIBI|04533-080|11|3078-1072| | | | |Privada| |1|1.3|1.3.2| |1| |Múltiplo|150| |1986| |16-SEP-2002
1114|3531000|-46.644995|-23.559396|1|SP|São Paulo|3550308|Teatro X|2444|Rua Rui Barbosa, 399|Bela Vista/Centro|01326-010|R|RUI BARBOSA| |399| |BELA VISTA/CENTRO|01326-010|11|3283-2780| | | | |Privada| |1|1.3|1.3.2| |1|0|Arquitetônico Alternativo|80| | | |02-JUL-2008
1115|3531100|-46.64117|-23.56044|1|SP|São Paulo|3550308|Teatro Ziembinski|2364|Rua Martiniano de Carvalho, 97| |01321-001|R|MARTINIANO DE CARVALHO| |97| | |01321-001|11|3266-2891| | | | |Privada| |1|1.3|1.3.2| |1| |Italiano|80| |2000| |16-SEP-2002
1116|3531200|-46.636196|-23.558285|1|SP|São Paulo|3550308|Teatro-Escola Célia Helena|859|Rua Barão do Iguapé, 113|Liberdade|01507-000|R|BARAO DO IGUAPE| |113| |LIBERDADE|01507-000|11|279-0470| | | | |Privada| |1|1.3|1.3.2| |1| |Arena|160| |1977| |16-SEP-2002
1117|3531300|-46.650564|-23.532127|1|SP|São Paulo|3550308|Teatro-Escola Macunaíma - Sala 3|2359|Rua Adolfo Gordo, 238| |01217-020|R|ADOLFO GORDO| |238| | |01217-020|11|3667-0807| | |macunaima@macunaima.com.br|www.macunaima.com.br|Privada| |1|1.3|1.3.2| |1|0|Arena|96| |1973| |16-SEP-2002
1118|3531400|-46.650564|-23.532127|1|SP|São Paulo|3550308|Teatro-Escola Macunaíma - Salas 1 ou 2|2358|Rua Adolfo Gordo, 238| |01217-020|R|ADOLFO GORDO| |238| | |01217-020|11|3667-0807| | |macunaima@macunaima.com.br|www.macunaima.com.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|96| |1973| |16-SEP-2002
1119|3531500|-46.644089|-23.559647|1|SP|São Paulo|3550308|Teatro-Escola Macunaíma - Salas 4, 5 ou 6|2112|Rua Fortaleza, 68|Bela Vista|01325-010|R|FORTALEZA| |68| |BELA VISTA|01325-010|11|3667-0807| | |macunaima@macunaima.com.br|www.macunaima.com.br|Privada| |1|1.3|1.3.2| |1|0|Italiano|96| |1973| |16-SEP-2002
1120|3531600|-46.670632|-23.538287|1|SP|São Paulo|3550308|Tuca - Auditório Superior|312|Rua Monte Alegre, 1.024|Perdizes|05014-001|R|MONTE ALEGRE| |1024| |PERDIZES|05014-001|11|3670-8460| | |tuca@pucsp.br|http://www.teatrotuca.com.br/auditorio.html|Privada| |1|1.3|1.3.2| |1| |Arquitetônico Alternativo|52| | | |22-FEB-2007
1121|3531700|-46.670632|-23.538287|1|SP|São Paulo|3550308|TUCA - Teatro Principal|904|Rua Monte Alegre, 1.024|Perdizes|05014-001|R|MONTE ALEGRE| |1024| |PERDIZES|05014-001|11|3670-8453|65-0111| |tuca@pucsp.br|http://www.teatrotuca.com.br/tuca.html|Privada| |1|1.3|1.3.2| |1| |Italiano|672|28-AUG-1965|1965| |22-FEB-2007
1122|3531800|-46.670632|-23.538287|1|SP|São Paulo|3550308|Tucarena|982|Rua Monte Alegre, 1.024|Perdizes|05014-001|R|MONTE ALEGRE| |1024| |PERDIZES|05014-001|11|3670-8453| | | |http://www.teatrotuca.com.br/tucarena.html|Privada| |1|1.3|1.3.2| |1| |Arena|208| |1980| |22-FEB-2007
1123|3531900|-46.683953|-23.586724|2|SP|São Paulo|3550308|Tusp - Teatro da Universidade de São Paulo|243|Rua Cojuba, 45| | | | | | | | | |11|820-3324| |815-4272| | |Pública|Estadual|1|1.3|1.3.1| |2|0| |250| | | |26-MAY-1995
1124|3532000|-46.651414|-23.545835|1|SP|São Paulo|3550308|TUSP - Teatro da USP|983|Rua Maria Antônia, 294 - 1o. Andar|Consolação|01222-010|R|MARIA ANTONIA| |294|- 1O ANDAR|CONSOLACAO|01222-010|11|3255-7182|3259-8342| |tusp_rusp@recad.usp.br|www.usp.br/tusp|Pública|Estadual|1|1.3|1.3.1| |1|0|Múltiplo|120|03-OCT-1997|1997| |26-FEB-2007
1125|3532100|-46.72542|-23.558974|2|SP|São Paulo|3550308|USP - Teatro Laboratório ECA - Sala Alfredo Mesquita|2110|Av. Prof. Luciano Gualberto, trav. J, 215|Butantã|05508-900|AV|PROFESSOR LUCIANO GUALBERTO| |215|TRAV J|BUTANTA|05508-900|11|3818-4375|3818-4376| |acicutto@ig.com.br|www.eca.usp.br/nucleos/limcac/cartaz.html|Pública|Estadual|1|1.3|1.3.1| |1| |E|125| |1995| |16-SEP-2002
1126|3532200|-46.72204|-23.563203|1|SP|São Paulo|3550308|USP - Teatro Laboratório ECA - Sala Miroel Silveira|2121|Av. Prof. Luciano Gualberto, trav. J, 215|Cidade Universitária|05508-010|AV|PROFESSOR LUCIANO GUALBERTO| |215|TRAV J|CIDADE UNIVERSITARIA|05508-010|11|3818-4375|3818-4376| |acicutto@ig.com.br|www.eca.usp.br/nucleos/limcac/cartaz.html|Pública|Estadual|1|1.3|1.3.1| |1| |E|180| |1995| |16-SEP-2002
1127|3532300|-46.686927|-23.592535|1|SP|São Paulo|3550308|Via Funchal|2102|Rua Funchal, 65|Vila Olímpia|04551-060|R|FUNCHAL| |65| |VILA OLIMPIA|04551-060|11|3846-2300| | |viafunchal@viafunchal.com.br|www.viafunchal.com.br|Privada| |1|1.3|1.3.2| |1| |Ópera|2911| |1998| |16-SEP-2002
1128|3532400|-46.680218|-23.551097|1|SP|São Paulo|3550308|Viga Espaço Cênico - Sala Principal|2428|Rua Capote Valente, 1.323|Pinheiros|05409-003|R|CAPOTE VALENTE| |1323| |PINHEIROS|05409-003|11|3801-1843| | |viga@viga.art.br|www.viga.art.br/|Privada| |1|1.3|1.3.2| |1| | |74| |2003| |23-FEB-2007
1129|3532500|-47.555747|-21.47721|1|SP|São Simão|3550902|Teatro Municipal Carlos Gomes|249|Rua  Rodolfo Miranda, 277|Centro|14200-000|R|RODOLFO MIRANDA| |277| |CENTRO|14200-000|16|684-1511| | | | |Pública|Municipal|1|1.3|1.3.1| |2| |Italiano|462| | | |31-OCT-1997
1130|3532600|-47.988024|-21.138715|2|SP|Sertãozinho|3551702|Teatro Municipal Professora Olympia Faria Adami|905|Praça Maurílio Biagi, s/n.|Centro|14160-000|PCA|MAURILIO BIAGI| |S/N| |CENTRO|14160-000|16|642-2711| |642-2344| | |Pública|Municipal|1|1.3|1.3.1| |1| |Ópera|404|24-MAY-1980|1980| |15-SEP-2002
1131|3532700|-47.442217|-23.49385|1|SP|Sorocaba|3552205|Teatro de Arena|1203|Av.Eng. Carlos Reinaldo Mendes, s/n.|Alto da B Vista|18013-280|AV|ENGENHEIRO CARLOS REINALDO MENDES| |S/N| |ALTO DA B VISTA|18013-280|15|228-1010| |228-2999| | |Pública|Municipal|1|1.3|1.3.1| |1| |Arena|600| | | |22-OCT-1996
1132|3532800|-47.442217|-23.49385|1|SP|Sorocaba|3552205|Teatro Municipal Teotônio Vilela|906|Av.Eng. Carlos Reinaldo Mendes, s/n.|Alto da B Vista|18013-280|AV|ENGENHEIRO CARLOS REINALDO MENDES| |S/N| |ALTO DA B VISTA|18013-280|15|238-2222| |238-2222| | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|441| | | |10-APR-2002
1133|3532900|-47.468869|-23.50789|1|SP|Sorocaba|3552205|Teatro SESI - Sorocaba|2418|Rua Duque de Caxias, 494|Mangal|18040-425|R|DUQUE DE CAXIAS| |494| |MANGAL|18040-425|15|3224-4090| | |catsorocaba@sesisp.org.br|www.sesisp.org.br/sorocaba|Privada| |1|1.3|1.3.2| |1| |Italiano|259| | | |15-FEB-2007
1134|3533000|-46.757451|-23.609031|1|SP|Taboão da Serra|3552809|Teatro do CEMUR Carlos Drummond de Andrade|2170|Praça Nicola Vivilechio, s/n|Jardim Bom Tempo|06763-490|PCA|NICOLA VIVILECHIO| |S/N| |JARDIM BOM TEMPO|06763-490|11|7967-3505| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|1000| | | |03-NOV-1997
1135|3533100|-47.844456|-23.348018|2|SP|Tatuí|3554003|Teatro Procópio Ferreira|1036|Rua São Bento, 415|Centro|18270-000|R|SAO BENTO| |415| |CENTRO|18270-000|15|251-0573| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0| |489| | | |01-JAN-1990
1136|3533200|-45.560223|-23.028938|2|SP|Taubaté|3554102|Teatro São João|1029|Praça 8 de Maio, s/n|Centro|12020-260|PCA|8 DE MAIO| |S/N| |CENTRO|12020-260|12|232-7555| | | | |Privada| |1|1.3|1.3.2| |3|0|Italiano|1200| | | |11-DEC-1995
1137|3533300|-45.077838|-23.432732|1|SP|Ubatuba|3555406|Teatro Municipal de Ubatuba|1030|Rua Dona Maria Alves, 864| |11680-000|R|DONA MARIA ALVES| |864| | |11680-000|12| | | | | |Pública|Municipal|1|1.3|1.3.1| |1|0| |100| | | |01-JAN-1990
1138|3533400|-49.97597|-20.419635|2|SP|Votuporanga|3557105|Teatro Municipal de Votuporanga|2168|Rua Dr. Fernando Costa, 79|Centro|15500-000|R|DOUTOR FERNANDO COSTA| |79| |CENTRO|15500-000| | | | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|374| | | |05-SEP-1997
1139|4100100|-51.426412|-23.41577|2|PR|Arapongas|4101507|Teatro Oduvaldo Vianna Filho|488|Praça Cacilda Becker, s/n|Centro|87700-970|PCA|CACILDA BECKER| |S/N| |CENTRO|87700-970|43|252-2894| |252-2894|pma.secla@onda.com.br|celepar7.pr.gov.br/seec/equipamentos/equipamentos.asp|Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|200| |1972| |16-SEP-2002
1140|4100200|-51.188461|-22.993496|1|PR|Bela Vista do Paraíso|4102802|Teatro Municipal Geraldo Moreira|334|Praça Basílio de Araújo Filho, s/n.| |86130-000|PCA|BASILIO DE ARAUJO FILHO| |S/N| | |86130-000|43|242-1531| | |pmbvista@paraisoonline.com.br| |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|1000| |1962| |16-SEP-2002
1141|4100300|-51.579645|-23.589493|2|PR|Cambira|4103800|Teatro Municipal de Cambira|1188|Rua Argentina, 110| |86900-000|R|ARGENTINA| |110| | |86900-000|43|436-1224| |436-1211| | |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|220| | | |28-APR-2000
1142|4100400|-52.386721|-24.044066|2|PR|Campo Mourão|4104303|Teatro Municipal de Campo Mourão|915|Av. Com. Norberto Marcondes, 684|Centro|87303-100|AV|COM NORBERTO MARCONDES| |684| |CENTRO|87303-100|44|525-1144| |525-1144| |celepar7.pr.gov.br/seec/equipamentos/equipamentos.asp|Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|540| |1995| |16-SEP-2002
1143|4100500|-53.455251|-24.959745|2|PR|Cascavel|4104808|Centro Cultural de Cascavel - Teatro do Lago|925|Rua Duque de Caxias, 314| |85800-000|R|DUQUE DE CAXIAS| |314| | |85800-000|45|225-2536| | | | |Pública|Municipal|1|1.3|1.3.1| |1|0|Arquitetônico Alternativo|750| |1989| |16-SEP-2002
1144|4100600|-53.45546|-24.959336|2|PR|Cascavel|4104808|Centro Cultural Gilberto Mayer - Teatro|926|Rua Duque de Caxias, 379|x3|85806-240|R|DUQUE DE CAXIAS| |379| |X3|85806-240|45|225-2536| | |cascavel@certto.com.br| |Pública|Municipal|1|1.3|1.3.1| |1|0|Italiano|358| |1982| |16-SEP-2002
1145|4100700|-53.84782|-25.146874|1|PR|Céu Azul|4105300|Anfiteatro Municipal de Céu Azul|927|Av. Nilo Umberto Deitos, 1.427| |85840-000|AV|NILO UMBERTO DEITOS| |1427| | |85840-000|45|266-1122| | |educacao@netceu.com.br| |Pública|Municipal|1|1.3|1.3.1| |1|0|Arquitetônico Alternativo|250| |1990| |16-SEP-2002
1146|4100800|-53.300368|-24.799578|1|PR|Corbélia|4106308|Centro Cultural Ver. José Rubim - Cine-Teatro|385|Rua Hortênsia, 191| |85420-000|R|HORTENSIA| |191| | |85420-000|45|242-1162| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Arquitetônico Alternativo|375| |1982| |16-SEP-2002
1147|4100900|-50.649796|-23.18165|1|PR|Cornélio Procópio|4106407|Centro Cultural Galdino de Almeida - Teatro|336|Rua Paraíba, 163| |86300-000|R|PARAIBA| |163| | |86300-000|43|523-2556| | | | |Pública|Municipal|1|1.3|1.3.1| |1| |Italiano|365| |1970| |16-SEP-2002
1148|4101000|-49.271327|-25.436233|2|PR|Curitiba|4106902|Canal de Música|1270| | | | | | |0| | | |41| | | | | | | |1|1.3| | |4|0| |1000| | | |08-APR-1998
